xtf_id,Address,PostCode,Municipality,Canton,BeginningOfOperation,InitialPower,TotalPower,MainCategory,SubCategory,PlantCategory,_x,_y
368474,Clermont 142,2616,La Cibourg,BE,2024-08-26,17.1,17.1,maincat_2,subcat_2,plantcat_8,2558239,1218810
371866,Rue de la Gare 29,2605,Sonceboz-Sombeval,BE,2024-09-04,13,13,maincat_2,subcat_2,plantcat_8,2579080,1227274
422288,Wolfmattweg 10g,3510,Häutligen,BE,2024-08-20,11.88,11.88,maincat_2,subcat_2,plantcat_8,2612878,1189562
420854,Konolfingenstrasse 10,3510,Häutligen,BE,2024-08-17,12.32,12.32,maincat_2,subcat_2,plantcat_8,2612721,1189748
421105,Wolfmattweg 3a,3510,Häutligen,BE,2024-08-20,7.92,7.92,maincat_2,subcat_2,plantcat_8,2612798,1189633
354827,Robinsonweg 49,3006,Bern,BE,2024-06-06,8.6,8.6,maincat_2,subcat_2,plantcat_8,2603311,1199499
384137,Moosstrasse 8,2543,Lengnau,BE,2024-04-29,10.56,10.56,maincat_2,subcat_2,plantcat_8,2594282,1225400
362134,Neumatt 1,3368,Bleienbach,BE,2024-05-24,12.45,12.45,maincat_2,subcat_2,plantcat_8,2623954,1225957
386274,Hauptstrasse 17,2563,Ipsach,BE,2024-06-21,29.92,29.92,maincat_2,subcat_2,plantcat_8,2584443,1218217
374957,Champ du Ritat 13,2605,Sonceboz-Sombeval,BE,2024-10-03,9.68,9.68,maincat_2,subcat_2,plantcat_8,2579165,1227621
376485,Haldenweg 13b,4932,Lotzwil,BE,2024-08-29,13.35,13.35,maincat_2,subcat_2,plantcat_8,2626108,1226254
379848,Weiherweg 4,3604,Thun,BE,2024-07-19,20.48,20.48,maincat_2,subcat_2,plantcat_9,2614490,1176166
421885,Platten 867,3826,Gimmelwald,BE,2025-05-01,6.3,6.3,maincat_2,subcat_2,plantcat_9,2634717,1155152
395269,Bielstrasse 65,3270,Aarberg,BE,2024-08-23,33,33,maincat_2,subcat_2,plantcat_8,2586958,1210720
378715,Kirchrain 8,3271,Radelfingen b. Aarberg,BE,2024-07-13,18.2,18.2,maincat_2,subcat_2,plantcat_8,2587700,1207926
387793,Spiss 393,3822,Lauterbrunnen,BE,2024-10-18,35.2,35.2,maincat_2,subcat_2,plantcat_8,2636108,1159481
403374,Spittelweg 17,3780,Gstaad,BE,2024-11-13,7.51,7.51,maincat_2,subcat_2,plantcat_8,2588143,1146984
395919,Stockerenstrasse 17,3065,Bolligen,BE,2024-08-26,7.4,7.4,maincat_2,subcat_2,plantcat_8,2605183,1203519
372497,Fliederweg 4,3629,Jaberg,BE,2024-08-26,31.07,31.07,maincat_2,subcat_2,plantcat_9,2610010,1185258
366853,Sonnmattstrasse 16,3506,Grosshöchstetten,BE,2024-09-30,15.04,15.04,maincat_2,subcat_2,plantcat_8,2615373,1194820
394144,Beim Schulhaus 433a,3822,Lauterbrunnen,BE,2024-11-06,17.34,17.34,maincat_2,subcat_2,plantcat_9,2635861,1160338
384745,Dalmaziquai 75,3005,Bern,BE,2024-11-11,6.3,6.3,maincat_2,subcat_2,plantcat_8,2600517,1198723
421783,"Emmestrasse 26, 28, 30",3432,Lützelflüh-Goldbach,BE,2025-03-25,52.8,52.8,maincat_2,subcat_2,plantcat_8,2618859,1206075
416605,Flurweg 24,3400,Burgdorf,BE,2025-03-12,11.44,11.44,maincat_2,subcat_2,plantcat_8,2613604,1212900
417409,Hauptstrasse 22c,4943,Oeschenbach,BE,2025-03-26,38.72,38.72,maincat_2,subcat_2,plantcat_8,2623874,1218241
416537,Pleerweg 27,3400,Burgdorf,BE,2025-05-14,26.4,26.4,maincat_2,subcat_2,plantcat_8,2613724,1210590
392406,Sonnhaldenweg 27,3506,Grosshöchstetten,BE,2024-11-20,14.26,14.26,maincat_2,subcat_2,plantcat_8,2615488,1195222
401269,Grissenberg 11,3266,Wiler b. Seedorf,BE,2025-01-16,33.58,33.58,maincat_2,subcat_2,plantcat_8,2591185,1210306
418561,Emmestrasse 32,3432,Lützelflüh-Goldbach,BE,2025-03-12,16.28,16.28,maincat_2,subcat_2,plantcat_8,2618895,1206030
418062,Emmestrasse 34,3432,Lützelflüh-Goldbach,BE,2025-03-12,31.24,31.24,maincat_2,subcat_2,plantcat_8,2618869,1206012
388339,Moosweg 26 A,3324,Hindelbank,BE,2024-12-16,15.84,15.84,maincat_2,subcat_2,plantcat_8,2608133,1210560
388342,Chilchweg 12,3283,Niederried b. Kallnach,BE,2024-12-11,12.88,12.88,maincat_2,subcat_2,plantcat_8,2585635,1206686
397760,Brandisstrasse 21,3432,Lützelflüh-Goldbach,BE,2024-10-28,24.44,24.44,maincat_2,subcat_2,plantcat_8,2618469,1206544
382545,Oberer Winkel 20,4539,Rumisberg,BE,2024-09-05,22.25,22.25,maincat_2,subcat_2,plantcat_8,2615158,1234694
370183,Buchholzstrasse 15f,3600,Thun,BE,2024-09-02,14.08,14.08,maincat_2,subcat_2,plantcat_8,2613598,1176841
416797,Waldweg 33B,3272,Walperswil,BE,2024-08-02,14.04,14.04,maincat_2,subcat_2,plantcat_8,2583555,1211928
405624,Chemin de la Fiole 16,2710,Tavannes,BE,2024-08-12,10.88,10.88,maincat_2,subcat_2,plantcat_8,2582107,1230789
371067,Dahlienweg 9,3125,Toffen,BE,2024-08-26,14.96,14.96,maincat_2,subcat_2,plantcat_8,2604010,1190751
407721,Chemin des Ages 33,2533,Evilard,BE,2024-07-26,25.08,25.08,maincat_2,subcat_2,plantcat_8,2584994,1222397
360981,Moosgasse 3,3251,Wengi b. Büren,BE,2024-08-21,12.75,12.75,maincat_2,subcat_2,plantcat_8,2597097,1214773
377774,Stockhornweg 7,3422,Kirchberg,BE,2024-07-10,10.88,10.88,maincat_2,subcat_2,plantcat_8,2611637,1214406
370443,Champ de la Pierre 8,2735,Malleray,BE,2024-08-12,10.5,10.5,maincat_2,subcat_2,plantcat_8,2587112,1232416
391060,Oberer Promenadenweg 2,3110,Münsingen,BE,2024-08-23,9.89,9.89,maincat_2,subcat_2,plantcat_8,2609987,1192011
366946,Mattenweg 2,3123,Belp,BE,2024-08-23,11.18,11.18,maincat_2,subcat_2,plantcat_8,2606227,1193183
396094,Wolfenacherweg 2,3203,Mühleberg,BE,2024-08-30,24.94,24.94,maincat_2,subcat_2,plantcat_8,2586799,1200176
395705,Les Grands Clos 13,2744,Belprahon,BE,2024-09-02,5.28,5.28,maincat_2,subcat_2,plantcat_8,2597455,1237161
387132,Avenue de la Gare 4a,2740,Moutier,BE,2024-04-15,12.3,12.3,maincat_2,subcat_2,plantcat_9,2595519,1236637
411063,Verger Dedos 36,2747,Corcelles,BE,2024-08-27,20.88,20.88,maincat_2,subcat_2,plantcat_8,2601171,1237071
364349,Bernstrasse 11,4950,Huttwil,BE,2024-08-13,12.47,12.47,maincat_2,subcat_2,plantcat_8,2630489,1218097
414351,Champ-Faudin 10,2740,Moutier,BE,2024-11-21,10.56,10.56,maincat_2,subcat_2,plantcat_8,2595137,1236068
385554,Gerbeweg 17,3123,Belp,BE,2024-09-04,17.85,17.85,maincat_2,subcat_2,plantcat_8,2604667,1193997
390976,Bielstrasse 12,2555,Brügg,BE,2024-09-04,52.21,52.21,maincat_2,subcat_2,plantcat_8,2587663,1219433
400925,Wiesenstrasse 15,3073,Gümligen,BE,2025-01-10,5.77,5.77,maincat_2,subcat_2,plantcat_9,2604500,1198726
414358,Champ-Faudin 12,2740,Moutier,BE,2024-11-21,10.56,10.56,maincat_2,subcat_2,plantcat_8,2595147,1236064
395425,Nordstrasse 9b,2558,Aegerten,BE,2024-09-04,10.64,10.64,maincat_2,subcat_2,plantcat_8,2588880,1219230
400507,Nelkenweg 4,3293,Dotzigen,BE,2024-08-15,10.53,10.53,maincat_2,subcat_2,plantcat_8,2592538,1218849
378408,Dorfstrasse 9,3032,Hinterkappelen,BE,2024-08-15,51.75,51.75,maincat_2,subcat_2,plantcat_8,2595508,1201923
370392,Hauptstrasse 40,3854,Oberried am Brienzersee,BE,2024-06-17,11.48,11.48,maincat_2,subcat_2,plantcat_8,2640079,1176383
362708,Hubweg 2,4950,Huttwil,BE,2024-09-05,13.05,13.05,maincat_2,subcat_2,plantcat_8,2630090,1218280
370727,Flugbrunnen 405,3065,Bolligen,BE,2024-07-12,18.9,18.9,maincat_2,subcat_2,plantcat_8,2605364,1202693
373056,Stegmattstrasse 13,3628,Uttigen,BE,2024-06-27,17.2,17.2,maincat_2,subcat_2,plantcat_8,2610693,1182395
375802,Sonnhaldestrasse 11,4912,Aarwangen,BE,2024-11-01,20.88,20.88,maincat_2,subcat_2,plantcat_8,2625105,1231575
372591,Lindenholz 2g,4935,Leimiswil,BE,2021-12-10,31.59,31.59,maincat_2,subcat_2,plantcat_9,2626632,1222455
410211,Oberfeldstrasse 5a,3362,Niederönz,BE,2024-12-16,18.92,18.92,maincat_2,subcat_2,plantcat_8,2618984,1225765
368105,Erlenweg 18,3294,Büren an der Aare,BE,2024-05-15,17.41,17.41,maincat_2,subcat_2,plantcat_8,2595682,1221048
373059,Unterdorfstrasse 18,3365,Grasswil,BE,2024-09-05,7.83,7.83,maincat_2,subcat_2,plantcat_8,2617436,1221865
408901,Grundackerweg 11,4704,Niederbipp,BE,2024-12-04,28.6,28.6,maincat_2,subcat_2,plantcat_8,2618948,1236170
396926,Alte Festistrasse 14,4917,Melchnau,BE,2024-11-21,32.56,32.56,maincat_2,subcat_2,plantcat_8,2631913,1225268
385259,Alpenweg 5,3225,Müntschemier,BE,2024-09-05,29.25,29.25,maincat_2,subcat_2,plantcat_9,2577574,1205198
381866,Hinterdorf 5,2577,Finsterhennen,BE,2024-08-27,18.69,18.69,maincat_2,subcat_2,plantcat_8,2580276,1208036
377056,Galgackerweg 5,4704,Niederbipp,BE,2024-09-06,15.23,15.23,maincat_2,subcat_2,plantcat_8,2618746,1235457
363577,Mattenweg 7,3293,Dotzigen,BE,2024-08-26,12.32,12.32,maincat_2,subcat_2,plantcat_8,2592597,1218714
372547,Schulhausstrasse 27,3428,Wiler b. Utzenstorf,BE,2024-10-24,17.36,17.36,maincat_2,subcat_2,plantcat_8,2609332,1222136
398241,Niederhauserweg 3,3303,Münchringen,BE,2024-06-22,17.85,17.85,maincat_2,subcat_2,plantcat_8,2606456,1210645
362018,Schulhausweg 2,3673,Linden,BE,2024-07-30,9.75,9.75,maincat_2,subcat_2,plantcat_8,2619973,1188601
372597,Oberhausweg 14,3074,Muri b. Bern,BE,2024-10-08,16.72,16.72,maincat_2,subcat_2,plantcat_8,2604301,1197113
362156,Farnere 4,3615,Heimenschwand,BE,2024-07-16,20.88,20.88,maincat_2,subcat_2,plantcat_8,2619361,1186700
385411,Dorfstrasse 1,3225,Müntschemier,BE,2024-09-05,7.88,7.88,maincat_2,subcat_2,plantcat_9,2577746,1204957
367195,Obermatt 18,3624,Goldiwil (Thun),BE,2024-08-14,11.89,11.89,maincat_2,subcat_2,plantcat_8,2618535,1179175
361630,Feldheimstrasse 13,3600,Thun,BE,2024-06-27,8.26,8.26,maincat_2,subcat_2,plantcat_9,2613529,1177888
362049,Zuberweg 7,3608,Thun,BE,2024-05-01,6.45,6.45,maincat_2,subcat_2,plantcat_8,2612107,1176700
378890,Zuberweg 21,3608,Thun,BE,2024-05-24,31.42,31.42,maincat_2,subcat_2,plantcat_9,2612178,1176623
370596,Stockhornweg 11,3672,Oberdiessbach,BE,2024-07-10,12.3,12.3,maincat_2,subcat_2,plantcat_8,2614307,1187811
370598,Panoramaweg 5,3672,Oberdiessbach,BE,2024-06-10,17.22,17.22,maincat_2,subcat_2,plantcat_8,2612925,1187646
366959,Haldenweg 31,3510,Häutligen,BE,2024-05-15,21.12,21.12,maincat_2,subcat_2,plantcat_8,2612494,1189322
367281,Riedern 148,3533,Bowil,BE,2024-08-29,6.43,6.43,maincat_2,subcat_2,plantcat_9,2619604,1193273
370715,Tannenmatte 18,3267,Seedorf,BE,2024-10-16,11.07,11.07,maincat_2,subcat_2,plantcat_8,2590575,1209414
378029,Gartenstrasse 12,2558,Aegerten,BE,2024-10-23,9.48,9.48,maincat_2,subcat_2,plantcat_8,2588782,1219001
380055,Maurersweide 11a,3703,Aeschi b. Spiez,BE,2024-08-19,8.19,8.19,maincat_2,subcat_2,plantcat_9,2621365,1166769
392175,Falesseweg 13,3126,Kaufdorf,BE,2024-08-05,23.32,23.32,maincat_2,subcat_2,plantcat_10,2604271,1187502
386978,Knubelacker 16,3436,Zollbrück,BE,2024-09-04,14.04,14.04,maincat_2,subcat_2,plantcat_8,2623461,1202834
414271,Sonnenhofstrasse 7,2542,Pieterlen,BE,2024-07-24,10.63,10.63,maincat_2,subcat_2,plantcat_8,2592663,1224235
388432,Mattenweg 2,3475,Hermiswil,BE,2024-08-16,19.14,19.14,maincat_2,subcat_2,plantcat_8,2619545,1222441
374803,Ober Folz 18c,3555,Trubschachen,BE,2024-09-25,24.08,24.08,maincat_2,subcat_2,plantcat_8,2630847,1197572
375335,Eichmattweg 5,4938,Rohrbach,BE,2024-09-03,13.05,13.05,maincat_2,subcat_2,plantcat_8,2629238,1220616
373062,Aebnit 89C,3614,Unterlangenegg,BE,2024-09-04,112.23,112.23,maincat_2,subcat_2,plantcat_8,2619386,1182827
408603,Stauffacherstrasse 131,3013,Bern,BE,2025-02-19,506.74,506.74,maincat_2,subcat_2,plantcat_8,2602264,1202074
367038,Gartenstadtstrasse 51,3097,Liebefeld,BE,2024-07-11,13.02,13.02,maincat_2,subcat_2,plantcat_8,2597756,1197581
391488,Vordere Neumatt 726,3553,Gohl,BE,2024-08-28,48.06,48.06,maincat_2,subcat_2,plantcat_8,2627747,1200370
356523,Hunzigestrasse 1,3113,Rubigen,BE,2024-08-27,13.33,13.33,maincat_2,subcat_2,plantcat_8,2607636,1193793
375799,Le Tacon 39D,2742,Perrefitte,BE,2024-05-17,10.88,10.88,maincat_2,subcat_2,plantcat_8,2592501,1236083
376217,Vers-chez-l'Ecrivain 8,2745,Grandval,BE,2024-04-24,19.14,19.14,maincat_2,subcat_2,plantcat_8,2599012,1236727
381192,Lerchenweg 25,3613,Steffisburg,BE,2023-10-31,12.6,12.6,maincat_2,subcat_2,plantcat_8,2612799,1180132
378045,Weissenbachlistrasse 2,3775,Lenk im Simmental,BE,2024-03-30,10.2,10.2,maincat_2,subcat_2,plantcat_8,2599882,1146833
408951,Haselacker 146,3068,Utzigen,BE,2025-03-15,17.76,17.76,maincat_2,subcat_2,plantcat_9,2610726,1201554
413356,Erlenweg 4,3375,Inkwil,BE,2024-11-25,22.05,22.05,maincat_2,subcat_2,plantcat_8,2618228,1227486
383087,Untere Oschwandstrasse 18,3414,Oberburg,BE,2024-11-18,30.08,30.08,maincat_2,subcat_2,plantcat_8,2614444,1208931
370404,Geissbergweg 8,4900,Langenthal,BE,2024-09-04,18.33,18.33,maincat_2,subcat_2,plantcat_8,2626837,1228956
370730,Eichenweg 6,3270,Aarberg,BE,2024-10-15,18.8,18.8,maincat_2,subcat_2,plantcat_8,2588147,1210183
384939,Zihlmattweg 8,2552,Orpund,BE,2024-07-26,7.8,7.8,maincat_2,subcat_2,plantcat_8,2589495,1220253
418928,Eichholzstrasse 102,3084,Wabern,BE,2024-07-19,38.26,38.26,maincat_2,subcat_2,plantcat_8,2601634,1197875
372839,Weissenfluh 585,6086,Hasliberg Reuti,BE,2024-08-28,20.48,20.48,maincat_2,subcat_2,plantcat_8,2659955,1175030
410717,Rouges-Champs 1,2740,Moutier,BE,2025-04-10,14.4,14.4,maincat_2,subcat_2,plantcat_8,2593757,1236424
357849,Haldenstrasse 44,3014,Bern,BE,2024-08-14,11.06,11.06,maincat_2,subcat_2,plantcat_8,2600638,1201609
365429,Riedlistrasse 46,3123,Belp,BE,2024-08-16,3.75,3.75,maincat_2,subcat_2,plantcat_8,2605214,1191922
371882,Rue de l'Avenir 6,2740,Moutier,BE,2024-09-04,6,6,maincat_2,subcat_2,plantcat_8,2595165,1236669
370602,Biberenzelg 41,3206,Biberen,BE,2024-06-26,8.15,8.15,maincat_2,subcat_2,plantcat_8,2582876,1198827
369642,Dorfplatz 3a,2565,Jens,BE,2024-09-15,25.2,25.2,maincat_2,subcat_2,plantcat_8,2586709,1216322
388028,Kelliweg 2,3626,Hünibach,BE,2024-08-13,12.71,12.71,maincat_2,subcat_2,plantcat_8,2616222,1177463
355226,Stuckishausstrasse 24,3047,Bremgarten b. Bern,BE,2024-08-21,18.36,18.36,maincat_2,subcat_2,plantcat_9,2598984,1202547
404671,Sigriswilstrasse 92,3655,Sigriswil,BE,2024-11-29,22.5,22.5,maincat_2,subcat_2,plantcat_8,2620932,1173642
388471,Niederhornweg 3,3661,Uetendorf,BE,2024-08-27,17.6,17.6,maincat_2,subcat_2,plantcat_8,2612114,1180547
400577,Feldenstrasse 111,3655,Sigriswil,BE,2024-09-09,26.84,26.84,maincat_2,subcat_2,plantcat_8,2621882,1173736
388745,Heckenweg 12,3432,Lützelflüh-Goldbach,BE,2024-11-13,29.37,29.37,maincat_2,subcat_2,plantcat_8,2618650,1206295
412654,Grubenweg 20,3052,Zollikofen,BE,2024-07-03,10.08,10.08,maincat_2,subcat_2,plantcat_8,2600688,1204481
360049,Mattenweg 18,2572,Mörigen,BE,2022-10-17,12.67,12.67,maincat_2,subcat_2,plantcat_9,2582634,1214356
374930,Prateiweg 2,2555,Brügg,BE,2024-10-25,38.28,38.28,maincat_2,subcat_2,plantcat_9,2589322,1219848
412472,Leiernstrasse 11,3054,Schüpfen,BE,2024-07-19,19.11,19.11,maincat_2,subcat_2,plantcat_8,2595612,1210082
394819,Hubelweg 7,3098,Köniz,BE,2025-01-28,7.48,7.48,maincat_2,subcat_2,plantcat_8,2598661,1197153
380702,Allmendgasse 15,4914,Roggwil,BE,2024-08-07,33.98,33.98,maincat_2,subcat_2,plantcat_8,2629555,1232342
391583,Alpenweg 17,3150,Schwarzenburg,BE,2024-12-13,12.64,12.64,maincat_2,subcat_2,plantcat_8,2592042,1185205
391589,Alpenweg 15,3150,Schwarzenburg,BE,2024-12-13,12.64,12.64,maincat_2,subcat_2,plantcat_8,2592048,1185210
394822,Schatthubel 2,3257,Grossaffoltern,BE,2024-09-23,13.8,13.8,maincat_2,subcat_2,plantcat_8,2593846,1214642
361224,Vogelsang 620,3255,Rapperswil,BE,2024-09-04,9.45,9.45,maincat_2,subcat_2,plantcat_9,2598960,1212967
393034,Aeugsten 391,3154,Rüschegg Heubach,BE,2024-11-15,10.68,10.68,maincat_2,subcat_2,plantcat_8,2597374,1180544
410054,Auweg 12,3628,Uttigen,BE,2025-03-12,54.56,54.56,maincat_2,subcat_2,plantcat_8,2610548,1182693
381675,Dammweg 4,3855,Brienz,BE,2017-11-01,7.25,7.25,maincat_2,subcat_2,plantcat_9,2646983,1178074
401442,Buechweg 14,3256,Dieterswil,BE,2024-09-12,12.75,12.75,maincat_2,subcat_2,plantcat_8,2599097,1211736
356970,Bernstrasse 101B,3400,Burgdorf,BE,2024-06-04,6.23,6.23,maincat_2,subcat_2,plantcat_8,2613395,1211339
357025,Merianweg 17,3400,Burgdorf,BE,2024-07-18,19.14,19.14,maincat_2,subcat_2,plantcat_8,2614219,1212727
401346,Tellenfeldstrasse 8,3714,Frutigen,BE,2024-09-19,17.8,17.8,maincat_2,subcat_2,plantcat_8,2616304,1158846
381145,Bundsacker 903,3154,Rüschegg Heubach,BE,2024-11-04,15.84,15.84,maincat_2,subcat_2,plantcat_8,2597352,1181168
402359,Lautermatt 347,3158,Guggisberg,BE,2025-02-11,10.68,10.68,maincat_2,subcat_2,plantcat_8,2591154,1178115
411872,Birkenweg 7,3132,Riggisberg,BE,2025-02-27,16.02,16.02,maincat_2,subcat_2,plantcat_8,2603134,1184535
361956,Gantrischweg 1,3506,Grosshöchstetten,BE,2024-06-21,15.66,15.66,maincat_2,subcat_2,plantcat_8,2615238,1194768
395107,Stutz 1489c,3823,Wengen,BE,2024-11-05,19.51,19.51,maincat_2,subcat_2,plantcat_9,2636747,1161845
374114,Champ Quin 3,2733,Pontenet,BE,2024-09-09,9.89,9.89,maincat_2,subcat_2,plantcat_8,2586326,1232457
390088,Heckenweg 14,3432,Lützelflüh-Goldbach,BE,2024-11-12,29.37,29.37,maincat_2,subcat_2,plantcat_8,2618639,1206293
383785,Manuelstrasse 83,3006,Bern,BE,2024-11-20,8.6,8.6,maincat_2,subcat_2,plantcat_8,2602462,1198131
375834,Oberdorfstrasse 27,3662,Seftigen,BE,2024-09-10,66,66,maincat_2,subcat_2,plantcat_8,2607717,1182157
377061,Stockhornweg 1a,3110,Münsingen,BE,2024-09-05,18,18,maincat_2,subcat_2,plantcat_8,2608773,1191355
374239,Hohlenweg 4,2564,Bellmund,BE,2024-06-21,33.6,33.6,maincat_2,subcat_2,plantcat_8,2585280,1217341
388771,Neuenburgstrasse 23c,3282,Bargen,BE,2024-07-05,13.05,13.05,maincat_2,subcat_2,plantcat_8,2586846,1210024
395699,Stutz 1489b,3823,Wengen,BE,2024-11-06,27.41,27.41,maincat_2,subcat_2,plantcat_9,2636738,1161852
374154,Route de Chasseral 107,2518,Nods,BE,2024-05-23,28.71,28.71,maincat_2,subcat_2,plantcat_8,2572855,1218822
407895,Haldenstrasse 11,4950,Huttwil,BE,2024-09-10,26.28,26.28,maincat_2,subcat_2,plantcat_8,2630617,1218473
377022,Binnenweg 2,3252,Worben,BE,2024-11-08,9.48,9.48,maincat_2,subcat_2,plantcat_8,2589394,1217082
377020,Binnenweg 2,3252,Worben,BE,2024-11-08,6.32,6.32,maincat_2,subcat_2,plantcat_8,2589394,1217082
379736,Lombachzaunweg 14,3800,Unterseen,BE,2024-09-13,6.08,6.08,maincat_2,subcat_2,plantcat_8,2630493,1170964
380362,Farnerenweg 35a,3126,Gelterfingen,BE,2024-08-26,25.37,25.37,maincat_2,subcat_2,plantcat_8,2605865,1188085
395692,Stigacher 15,3086,Zimmerwald,BE,2024-11-20,24.65,24.65,maincat_2,subcat_2,plantcat_8,2602894,1192372
414617,Vordorfgasse 3,3714,Frutigen,BE,2022-06-01,17.52,17.52,maincat_2,subcat_2,plantcat_8,2615694,1159539
389857,Marktgasse 4,3454,Sumiswald,BE,2024-11-06,22.44,22.44,maincat_2,subcat_2,plantcat_8,2623354,1208505
363185,Longchamps 13,2534,Orvin,BE,2024-03-28,8.25,8.25,maincat_2,subcat_2,plantcat_9,2583348,1223208
405776,Kirschgartenstrasse 1,3705,Faulensee,BE,2025-01-06,52.3,52.3,maincat_2,subcat_2,plantcat_9,2620024,1169403
363725,Panoramaweg 7,3672,Oberdiessbach,BE,2024-06-06,47.19,47.19,maincat_2,subcat_2,plantcat_8,2612956,1187641
371347,Stelzenweg 2a,3432,Lützelflüh-Goldbach,BE,2024-09-11,11.6,11.6,maincat_2,subcat_2,plantcat_9,2619146,1206619
373074,Gerbestrasse 3,3415,Rüegsauschachen,BE,2024-09-05,410.67,410.67,maincat_2,subcat_2,plantcat_8,2617014,1207432
362410,Kreuzgasse 7,3856,Brienzwiler,BE,2024-07-26,9.9,9.9,maincat_2,subcat_2,plantcat_9,2650655,1177938
373266,Baumgartenstrasse 28,2575,Täuffelen,BE,2024-09-10,18.49,18.49,maincat_2,subcat_2,plantcat_8,2581632,1212767
357501,Schulhausstrasse 1,2552,Orpund,BE,2024-09-12,22.7,22.7,maincat_2,subcat_2,plantcat_8,2589635,1221227
378750,Schneehornweg 5,3661,Uetendorf,BE,2024-10-16,23.25,23.25,maincat_2,subcat_2,plantcat_8,2612183,1180722
360030,Jungfrauweg 11,3250,Lyss,BE,2024-09-24,20.24,20.24,maincat_2,subcat_2,plantcat_8,2590656,1213735
378725,Gummen 8,2552,Orpund,BE,2024-09-05,16.91,16.91,maincat_2,subcat_2,plantcat_8,2589482,1221187
367221,Schulhausstrasse 15,3073,Gümligen,BE,2024-09-26,6.88,6.88,maincat_2,subcat_2,plantcat_8,2605231,1198230
419773,Wiesenstrasse 10,3072,Ostermundigen,BE,2025-03-13,53.1,53.1,maincat_2,subcat_2,plantcat_8,2604523,1201303
359090,Heimenhausenstrasse 51,3372,Wanzwil,BE,2024-08-19,21.36,21.36,maincat_2,subcat_2,plantcat_8,2619353,1227824
417650,Grubenweg 20a,3052,Zollikofen,BE,2024-10-20,10.08,10.08,maincat_2,subcat_2,plantcat_8,2600684,1204483
367109,Holz 17,3317,Mülchi,BE,2024-09-13,15.12,15.12,maincat_2,subcat_2,plantcat_8,2603255,1216736
403524,Kaufdorfstrasse 34,3125,Toffen,BE,2024-09-25,12.6,12.6,maincat_2,subcat_2,plantcat_8,2604105,1189097
390051,Wiesenweg 3,2553,Safnern,BE,2024-09-19,20.94,20.94,maincat_2,subcat_2,plantcat_8,2591407,1221807
369400,Unterdorfstrasse 41,3072,Ostermundigen,BE,2024-06-28,15.05,15.05,maincat_2,subcat_2,plantcat_8,2603913,1201025
383438,Lindhaldenstrasse 97a,3076,Worb,BE,2024-05-03,8.7,8.7,maincat_2,subcat_2,plantcat_8,2610565,1197375
374719,Stationsweg 12,3646,Einigen,BE,2024-08-22,11.44,11.44,maincat_2,subcat_2,plantcat_8,2615264,1173447
403576,Kaufdorfstrasse 30,3125,Toffen,BE,2024-10-10,14.85,14.85,maincat_2,subcat_2,plantcat_8,2604106,1189126
403582,Kaufdorfstrasse 32,3125,Toffen,BE,2024-10-01,17.55,17.55,maincat_2,subcat_2,plantcat_8,2604080,1189127
386662,Stutzstrasse 91,3532,Mirchel,BE,2024-08-27,40.04,40.04,maincat_2,subcat_2,plantcat_8,2616145,1192696
380506,Oberer Rainweg 32,3672,Oberdiessbach,BE,2024-05-31,17.8,17.8,maincat_2,subcat_2,plantcat_8,2613593,1187819
369496,Neufeldstrasse 38,3012,Bern,BE,2024-09-12,6.45,6.45,maincat_2,subcat_2,plantcat_8,2599526,1200660
355071,Ruun 1272,3855,Brienz,BE,2024-01-14,3.92,3.92,maincat_2,subcat_2,plantcat_8,2645028,1175091
379980,Rainstrasse 23,2553,Safnern,BE,2024-09-30,27.45,27.45,maincat_2,subcat_2,plantcat_8,2590870,1222006
367040,Staldenstrasse 6,4950,Huttwil,BE,2024-08-27,19.8,19.8,maincat_2,subcat_2,plantcat_8,2631318,1218218
419713,Guldeli 11e,3716,Kandergrund,BE,2025-03-12,16.2,16.2,maincat_2,subcat_2,plantcat_8,2616936,1157131
381066,Dorfmatte 608,3113,Rubigen,BE,2024-04-01,10.08,10.08,maincat_2,subcat_2,plantcat_8,2607841,1193960
383158,Dorfstrasse 2,3365,Seeberg,BE,2024-09-18,36.96,36.96,maincat_2,subcat_2,plantcat_8,2616887,1222760
388103,Steineggstrasse 7,3770,Zweisimmen,BE,2023-03-15,12.29,12.29,maincat_2,subcat_2,plantcat_9,2595080,1157206
360448,Herrengasse 23,3295,Rüti b. Büren,BE,2024-08-08,15.75,15.75,maincat_2,subcat_2,plantcat_8,2597400,1221905
403845,Alte Bernstrasse 74,3075,Rüfenacht,BE,2024-08-09,6.48,6.48,maincat_2,subcat_2,plantcat_8,2607760,1197452
372451,Moosweg 24,3072,Ostermundigen,BE,2024-07-05,16.8,16.8,maincat_2,subcat_2,plantcat_8,2603388,1200865
368636,Rosenweg 21,3007,Bern,BE,2024-07-19,11.34,11.34,maincat_2,subcat_2,plantcat_8,2599693,1198367
387938,Jensgasse 12a,2564,Bellmund,BE,2025-01-09,11.18,11.18,maincat_2,subcat_2,plantcat_8,2585566,1217350
382564,Stiegelschwandstrasse 26,3715,Adelboden,BE,2024-08-18,10.12,10.12,maincat_2,subcat_2,plantcat_8,2607721,1148323
373078,Riserenweg 24,3232,Ins,BE,2024-08-08,12.91,12.91,maincat_2,subcat_2,plantcat_8,2574079,1205978
