x,y
2597619,1208124
2604801,1208405
2604503,1208317
2604558,1208342
2604723,1208227
2604834,1208438
2604906,1208705
2604862,1208735
2604794,1208767
2604677,1208778
2604702,1208825
2605097,1207434
2605305,1207418
2604844,1207644
2604845,1208339
2604501,1207881
2604891,1208287
2604500,1207162
2603987,1207716
2604745,1207176
2604454,1207506
2604901,1207977
2604875,1207963
2604848,1207962
2605331,1207618
2608784,1220988
2609283,1220228
2609304,1220231
2609406,1220155
2608775,1220280
2609233,1220082
2608770,1219464
2609382,1219515
2609333,1219646
2609028,1217543
2608206,1220226
2608305,1220360
2608359,1220462
2608682,1220334
2608276,1219558
2608298,1219670
2608588,1219361
2608372,1218617
2608363,1218685
2607906,1219350
2607761,1219170
2607887,1218042
2608743,1220410
2608743,1220347
2609130,1220164
2609215,1220135
2608075,1219363
2609159,1220149
2608672,1220564
2608506,1219017
2608505,1218980
2609273,1220457
2608780,1221017
2608795,1219506
2609005,1219453
2608413,1221339
2609381,1219714
2609162,1220320
2609191,1220334
2608779,1219431
2608978,1219632
2609332,1219719
2608893,1220035
2609237,1220003
2609191,1220142
2608256,1219663
2609628,1220748
2609072,1219449
2608896,1219915
2608870,1219448
2609269,1219032
2609237,1220138
2609241,1220115
2608861,1219704
2608812,1220112
2602478,1208701
2608907,1221956
2608865,1222049
2609182,1222046
2609254,1222062
2609429,1222126
2608763,1222314
2608794,1222648
2608409,1222798
2608645,1222799
2608684,1222741
2608704,1222712
2608636,1222695
2609070,1222951
2609002,1222017
2608635,1222740
2608735,1222687
2608772,1222495
2608985,1222214
2608976,1223644
2610610,1223147
2610369,1223222
2610163,1223127
2602581,1211480
2602605,1211491
2602835,1211368
2602785,1211256
2602378,1211159
2602535,1211092
2607829,1147885
2607281,1148475
2609085,1148888
2609262,1149195
2609152,1149089
2609208,1149329
2609584,1149401
2609581,1149450
2609629,1149624
2609526,1149589
2610141,1150092
2610326,1150412
2609180,1148607
2609130,1148607
2609073,1148475
2609092,1148252
2609370,1147947
2609403,1147776
2609211,1148920
2609280,1148663
2609573,1149011
2609629,1148994
2609523,1149124
2609491,1148892
2609503,1148853
2610441,1149786
2610662,1151082
2611188,1152102
2611162,1151022
2609876,1148126
2609688,1146645
2609710,1148563
2609487,1148102
2609498,1148123
2609141,1147261
2609116,1148031
2608988,1147867
2610106,1150006
2609416,1148006
2609674,1148733
2606092,1146690
2604344,1144646
2609374,1148109
2609213,1148157
2609517,1148908
2609158,1149011
2609268,1147790
2610088,1148151
2609807,1148664
2609196,1148071
2610742,1150083
2610263,1149086
2610192,1149594
2610433,1149627
2608893,1148702
2609945,1149052
2611949,1151092
2609266,1147319
2609479,1147119
2609828,1148687
2610382,1150475
2619314,1167999
2618826,1168223
2618892,1168140
2619863,1167635
2620712,1166735
2619729,1167425
2619998,1165690
2620116,1166932
2620059,1166711
2620077,1166726
2620274,1166400
2621144,1166694
2621111,1166707
2621213,1166756
2621186,1166809
2621349,1166777
2621393,1166317
2619578,1165614
2620345,1166485
2619358,1165718
2621622,1166349
2619747,1167091
2621456,1166354
2622126,1165904
2621365,1166769
2619768,1167035
2619434,1165284
2619862,1167422
2616365,1161457
2616030,1160979
2616108,1160096
2616098,1159836
2615692,1159811
2615585,1160006
2615427,1160100
2615704,1159565
2615929,1159783
2616012,1159574
2615880,1159546
2615639,1159383
2615745,1159305
2615293,1159670
2615301,1159407
2615292,1159722
2615208,1159711
2614883,1159378
2611378,1153695
2611516,1154421
2614669,1157369
2615608,1158683
2615441,1158666
2615328,1158331
2615843,1158428
2615654,1158415
2617261,1157384
2616372,1158672
2616304,1158846
2616999,1158256
2616015,1159302
2616006,1159478
2616577,1160535
2616685,1159284
2616618,1159178
2616649,1159295
2616777,1159792
2615921,1159920
2616594,1159478
2615954,1159365
2615791,1159884
2616684,1158713
2616870,1160418
2615694,1159539
2615854,1160050
2615557,1160168
2616648,1160233
2616558,1158013
2616670,1157964
2616890,1159120
2614567,1157876
2616104,1160038
2616594,1159673
2616562,1157861
2616406,1159713
2612757,1151563
2616166,1159281
2615125,1159429
2615167,1159699
2615202,1159848
2615977,1160191
2616755,1160941
2613715,1155580
2616356,1160435
2616921,1157193
2616943,1156845
2616936,1157131
2618827,1149752
2618373,1149532
2618486,1149677
2618183,1149853
2617378,1148780
2617974,1149122
2617844,1148900
2617873,1148854
2618476,1149974
2617200,1147360
2617833,1149038
2618484,1150830
2617776,1149471
2619869,1148430
2621414,1167646
2621460,1167630
2621921,1168013
2622195,1167892
2622211,1167861
2622238,1167907
2622139,1167750
2621957,1167662
2621977,1167604
2622516,1167656
2622579,1167690
2621445,1167449
2622455,1166897
2621936,1167797
2622085,1167851
2621215,1167679
2619856,1164169
2619659,1164290
2619514,1165034
2619452,1165128
2619529,1165129
2619537,1163738
2619509,1163432
2619707,1163670
2620499,1164372
2620220,1163501
2620337,1163597
2619966,1163200
2619921,1162917
2621035,1163626
2619781,1163341
2619848,1162764
2619921,1162335
2621848,1159764
2622043,1160003
2622217,1159602
2618216,1161798
2618301,1161923
2618859,1162581
2618551,1163082
2618586,1163058
2618605,1163120
2618793,1163331
2617984,1162436
2616857,1161695
2617636,1162299
2617036,1161582
2619058,1163428
2617557,1162704
2620623,1164322
2619933,1164137
2618962,1162868
2619055,1163517
2619112,1163546
2620682,1164549
2621190,1164200
2616977,1161232
2619232,1163429
2620797,1163032
2619964,1164112
2620085,1163600
2620622,1164279
2620012,1164206
2619970,1164186
2621962,1159964
2619977,1164249
2619245,1163764
2616937,1161792
2621785,1159119
2618263,1162977
2620216,1162967
2617982,1162475
2618757,1162540
2619637,1163898
2619121,1163490
2618616,1163095
2629300,1172615
2628789,1172153
2628425,1172435
2627007,1171825
2626188,1171108
2626569,1171388
2626177,1171002
2626081,1171010
2625613,1171326
2625429,1171052
2624747,1170978
2627734,1170485
2628974,1172031
2628482,1172441
2626589,1171391
2634503,1170217
2634643,1170398
2634651,1170413
2635188,1170818
2635252,1170778
2635529,1170832
2634943,1170872
2634743,1170803
2634736,1170765
2634693,1170808
2634713,1170620
2634525,1170440
2634457,1170825
2634706,1171026
2634731,1171191
2635054,1170514
2634715,1170449
2634782,1170405
2634722,1170779
2635334,1170784
2634562,1171189
2634564,1171213
2634600,1171220
2635551,1170790
2646426,1178230
2645345,1178323
2645128,1178356
2645446,1178492
2645288,1178576
2645643,1178258
2646556,1178414
2646409,1178240
2646439,1178146
2646706,1178003
2647003,1178023
2646970,1178047
2647236,1177604
2647340,1177442
2647235,1178139
2647253,1178050
2647256,1177992
2647214,1177919
2647138,1177930
2646786,1177912
2646663,1177665
2646469,1178193
2645580,1178670
2645963,1174825
2647119,1176962
2645690,1178343
2645438,1178342
2645038,1178637
2645035,1178642
2645659,1178705
2645695,1178386
2644893,1178628
2647159,1177119
2647504,1176461
2646618,1177610
2647422,1177814
2647334,1177789
2650765,1178114
2650727,1177975
2650651,1177907
2650779,1177885
2650840,1177965
2627513,1167998
2627982,1167747
2628347,1167795
2627901,1167796
2648011,1164781
2646350,1164433
2646798,1164371
2646146,1163938
2646109,1164265
2645916,1164402
2645861,1164614
2645540,1164264
2645306,1163792
2644976,1164484
2644910,1164117
2643842,1164123
2643224,1164480
2644472,1164625
2643356,1163537
2646430,1162987
2644480,1164759
2643531,1163262
2646520,1164068
2646610,1164041
2643182,1164526
2644630,1164399
2643835,1164750
2645434,1163607
2646247,1164575
2633213,1167356
2635796,1164828
2635980,1164794
2635734,1164895
2631923,1174904
2632308,1174939
2632796,1175957
2632297,1174820
2632327,1175145
2648521,1177956
2648543,1178155
2648533,1178272
2648955,1178567
2648698,1178428
2631701,1170170
2631750,1169870
2631952,1170003
2631955,1170344
2631905,1170336
2631790,1170712
2631731,1170793
2632535,1170537
2632706,1170567
2632639,1170665
2633141,1170356
2632945,1170561
2632845,1170979
2632798,1171239
2633548,1171394
2633487,1171353
2634076,1171071
2631686,1170771
2631452,1170170
2634010,1171009
2633972,1170919
2631301,1169905
2631277,1169935
2631222,1169987
2634108,1170721
2631647,1169764
2631864,1169902
2631900,1170936
2632607,1170501
2633424,1170793
2633233,1170576
2639587,1172973
2639230,1172608
2639207,1172376
2640252,1173355
2635883,1160464
2634717,1155152
2634692,1156545
2635003,1156656
2635003,1156691
2635186,1157079
2634873,1163248
2636585,1161933
2636594,1161929
2636747,1161845
2637023,1161749
2637022,1160374
2637162,1160968
2637093,1160957
2637258,1161460
2637265,1161434
2635156,1157051
2625367,1167019
2625976,1166891
2626079,1167158
2625267,1167092
2626220,1167295
2632453,1169304
2632612,1169566
2632594,1169530
2632732,1169326
2632829,1169357
2632789,1169581
2632681,1169711
2633204,1169540
2633073,1170212
2633013,1170163
2632776,1169915
2632571,1170081
2632904,1169841
2633007,1169447
2632228,1169126
2632539,1170291
2632054,1170084
2632823,1170409
2632596,1169989
2633235,1169296
2632672,1169621
2633000,1169605
2637480,1174083
2637290,1173838
2637244,1173825
2637604,1174090
2637241,1173876
2637954,1174574
2639930,1176358
2639988,1176422
2640063,1176506
2640200,1176457
2640521,1176562
2640554,1176593
2640279,1176512
2640345,1176569
2640084,1176475
2634824,1172551
2633321,1171555
2633343,1171475
2633444,1171623
2633495,1171657
2634599,1172175
2634790,1172064
2634732,1172018
2634842,1172318
2634931,1172728
2634853,1172704
2634775,1172214
2635318,1172891
2636160,1173018
2635928,1172938
2636100,1173107
2633251,1171552
2634584,1172539
2635268,1172679
2634948,1172621
2634941,1172697
2633736,1171561
2634741,1172275
2634863,1172459
2633593,1171528
2633633,1171531
2633648,1171537
2633406,1171534
2633433,1171667
2634720,1172395
2635151,1172555
2633741,1172017
2646902,1178484
2646680,1178509
2646750,1178444
2646966,1178773
2647046,1178947
2647019,1178972
2647001,1178950
2647077,1178830
2647682,1178922
2646923,1178513
2647017,1178671
2646873,1178458
2647218,1178633
2630547,1170733
2631139,1170861
2631029,1170899
2631031,1170904
2631021,1170874
2630051,1171332
2631601,1171888
2630625,1169773
2630674,1169744
2630970,1170026
2631040,1169852
2630618,1170035
2630616,1170013
2630751,1170076
2630794,1170287
2630756,1170506
2630564,1170447
2630429,1170430
2630473,1170837
2630524,1170779
2630482,1170706
2630716,1170604
2630568,1170709
2630584,1170864
2630425,1170889
2630661,1170938
2630782,1170814
2630703,1170813
2630845,1170805
2630819,1170709
2630879,1170865
2630954,1170532
2630905,1170575
2631017,1170681
2630864,1170606
2631282,1170459
2631178,1170326
2631356,1170366
2631341,1170402
2631547,1170598
2631450,1170636
2631300,1170648
2631752,1170973
2631897,1171076
2631194,1170693
2630924,1170560
2631368,1170394
2630486,1170539
2630718,1170156
2630654,1170213
2630754,1170302
2631293,1170279
2630634,1169990
2631347,1170345
2629979,1170733
2630820,1170515
2630811,1170736
2630994,1170566
2630827,1170484
2630361,1170426
2630572,1170383
2630381,1170350
2631041,1169509
2632840,1168329
2631985,1168562
2632692,1167714
2632650,1168522
2632695,1167889
2632630,1168171
2632415,1167781
2632642,1168196
2633291,1168734
2632642,1167582
2633586,1169027
2632311,1167755
2632781,1168542
2632465,1167733
2632424,1167750
2632565,1168201
2633009,1168252
2615703,1197555
2616172,1198100
2618730,1198076
2617393,1198649
2617880,1198652
2616325,1198950
2616376,1199038
2616729,1198768
2617287,1198526
2616018,1198194
2616664,1197349
2614910,1197448
2614579,1197583
2613735,1197240
2614248,1197555
2614198,1197385
2614741,1196953
2614695,1197098
2614731,1197593
2613846,1198076
2613748,1197467
2614125,1197415
2614664,1197539
2614674,1197538
2614356,1197569
2614472,1196819
2614902,1197145
2614030,1197294
2613825,1197413
2613541,1197165
2619672,1192993
2620465,1195157
2619386,1194468
2619139,1194476
2620458,1195021
2620508,1194998
2618995,1194368
2619537,1191902
2613397,1184330
2613334,1184381
2613337,1184414
2613696,1184888
2612979,1185213
2613248,1184571
2613543,1185266
2613145,1185272
2614412,1191050
2614393,1190970
2614526,1195654
2614595,1195568
2614574,1195548
2614581,1195631
2615016,1195583
2615020,1195453
2615111,1195605
2615059,1195451
2615338,1195435
2615184,1195462
2615278,1195381
2615451,1195209
2615365,1195179
2615214,1195161
2615529,1195111
2615478,1195086
2615446,1194696
2615528,1194520
2614983,1194980
2615385,1194789
2615152,1194775
2615216,1194788
2615096,1194788
2615094,1194625
2615128,1194521
2614924,1194264
2614814,1194387
2612718,1195276
2614263,1195692
2614224,1195824
2614203,1195914
2614167,1195931
2614158,1195954
2615177,1195602
2614824,1194246
2615299,1194716
2615251,1194729
2615238,1194768
2615067,1195420
2615099,1195374
2615082,1195360
2615232,1194734
2612954,1195432
2614882,1194879
2615122,1195399
2615308,1195352
2612755,1195305
2612721,1189748
2612503,1189983
2612670,1189866
2611730,1190140
2612798,1189633
2613480,1185972
2613350,1185527
2612780,1186250
2612979,1186437
2612710,1186636
2613846,1185807
2611257,1185369
2611347,1185326
2611449,1185287
2610904,1185185
2610534,1185445
2610514,1185474
2611198,1185460
2611013,1184745
2610972,1185099
2610887,1185254
2614183,1192456
2613988,1191557
2613971,1191444
2614020,1191636
2613942,1191876
2614085,1192225
2614223,1192327
2615292,1193171
2614118,1192372
2614239,1192505
2614362,1192864
2614872,1193376
2614689,1192981
2614716,1193301
2614417,1193003
2613642,1191937
2613619,1191620
2613601,1191832
2613550,1191959
2613457,1191782
2613192,1192374
2612074,1191907
2613790,1192867
2611736,1192881
2613655,1191881
2614644,1193031
2614648,1193063
2614828,1193264
2614803,1193286
2614005,1192377
2614114,1191811
2613327,1191959
2613076,1192361
2613324,1192232
2613332,1192233
2613348,1192236
2611678,1193701
2614040,1192639
2614069,1190912
2613352,1192087
2613352,1192170
2611673,1193676
2614466,1192845
2614742,1193225
2614426,1191208
2614761,1193193
2614036,1191322
2617756,1200986
2615817,1200422
2617777,1200994
2619402,1199004
2618140,1188176
2617985,1188246
2618588,1188013
2618313,1188901
2618476,1187993
2617964,1188284
2617854,1188451
2618176,1188410
2618437,1188586
2617630,1188669
2618076,1188676
2615727,1193864
2616145,1192696
2615888,1192972
2615888,1193669
2615821,1194265
2615812,1193808
2608193,1191658
2608557,1191642
2608311,1191629
2608341,1191492
2608334,1191573
2608472,1191277
2608484,1191192
2608409,1191211
2608422,1191134
2608491,1191137
2608429,1191025
2608449,1190955
2608382,1191002
2608370,1191024
2608514,1191325
2608494,1191469
2608773,1191355
2608767,1191117
2608578,1191159
2608620,1191003
2608733,1190844
2608580,1190722
2608538,1190775
2608751,1190695
2609040,1190536
2608870,1191235
2608996,1191047
2609136,1191162
2608707,1192304
2609400,1192185
2609276,1192384
2609324,1192322
2609340,1192359
2609317,1192347
2609490,1192028
2609542,1192023
2609681,1191978
2609600,1192050
2609701,1192199
2609857,1192520
2610013,1191961
2610060,1192109
2610014,1192161
2609974,1192155
2609751,1191939
2609777,1191973
2609816,1191958
2609863,1191918
2609836,1191968
2610309,1191095
2610225,1191068
2610228,1191059
2610167,1191055
2610186,1191057
2610187,1191297
2610213,1191236
2610165,1191348
2609944,1191344
2609958,1191186
2609907,1191244
2609812,1191506
2609789,1191190
2609554,1191364
2609457,1190754
2609259,1189979
2609672,1190015
2610748,1194505
2610547,1195033
2610801,1192147
2608644,1190679
2608649,1191344
2611005,1194439
2609567,1190898
2610768,1192567
2610390,1194722
2608681,1190393
2608853,1191151
2608724,1191164
2608714,1191194
2608989,1190925
2608887,1191355
2610968,1194865
2611274,1191677
2609692,1190835
2609549,1192123
2608841,1190775
2609855,1191245
2609327,1192249
2609847,1191260
2609863,1191557
2608893,1190725
2608402,1191305
2608366,1191306
2608384,1191114
2609084,1190578
2610937,1194542
2611058,1191399
2609888,1192600
2609039,1191548
2608793,1192977
2609071,1191287
2609529,1190756
2609268,1191346
2614289,1191952
2614977,1191907
2615177,1191777
2615389,1191754
2615362,1191754
2616696,1190391
2616336,1190408
2614294,1191997
2615390,1191778
2614324,1192026
2615734,1187434
2616204,1186383
2616102,1185678
2615472,1184913
2613724,1187434
2613925,1187785
2613922,1187772
2614205,1187833
2614100,1188006
2614806,1187812
2614661,1187878
2615412,1187805
2616135,1187702
2614189,1188315
2613593,1187819
2613721,1187923
2613691,1188049
2613751,1188430
2613300,1187478
2612956,1187641
2612902,1187514
2612799,1187495
2612781,1187466
2614786,1187853
2615294,1184659
2614903,1187768
2614362,1187579
2613207,1187503
2613191,1187452
2613239,1187438
2615008,1184774
2615024,1184771
2615615,1184774
2614820,1184980
2617135,1195926
2617232,1196009
2617255,1195996
2617292,1196047
2617242,1196056
2617191,1196080
2617734,1196198
2617869,1196530
2615837,1195438
2612414,1185430
2612549,1185410
2612552,1185384
2611869,1185306
2611797,1185286
2612107,1185584
2612238,1185551
2612347,1185244
2612320,1185298
2612074,1185724
2611851,1185353
2612200,1185486
2607869,1194098
2607639,1194391
2607793,1193710
2607667,1193738
2607886,1193636
2608374,1193499
2607872,1193768
2607831,1193858
2607844,1193815
2608115,1194198
2608506,1194386
2609136,1195300
2607657,1194642
2607271,1195311
2607806,1194772
2607599,1194290
2607841,1193960
2607885,1194299
2607969,1193870
2608019,1193916
2607816,1193391
2608286,1194254
2607914,1193866
2607815,1194022
2607810,1194033
2607786,1194037
2607790,1194074
2608407,1194496
2608514,1194518
2615550,1201570
2614022,1203061
2614079,1202842
2612895,1199259
2612207,1199146
2613948,1199859
2613554,1198149
2613615,1198760
2613457,1199714
2613589,1199222
2613640,1198989
2613641,1198972
2616082,1202476
2616547,1201433
2613528,1199247
2614863,1202472
2607970,1198318
2609589,1197744
2609661,1197703
2610179,1197713
2610806,1197520
2610122,1197424
2609856,1197479
2609922,1197344
2610014,1197317
2610160,1197278
2610359,1197345
2610400,1197371
2610333,1197434
2610512,1197383
2610276,1197427
2610637,1197317
2610279,1197194
2609622,1197389
2609714,1197435
2609695,1197267
2609793,1197453
2609921,1197245
2609105,1197644
2609045,1198215
2609587,1196401
2609425,1196986
2609456,1198370
2609490,1198021
2609410,1197979
2606657,1197886
2607449,1197626
2607554,1197625
2607339,1197663
2607674,1197794
2607619,1197545
2607625,1197474
2607760,1197452
2608014,1197453
2608066,1197298
2607925,1198122
2608203,1198266
2612091,1198264
2610588,1196283
2611431,1196508
2610866,1196186
2611385,1196255
2611900,1196076
2612381,1196652
2613103,1196445
2608354,1196013
2607922,1196347
2611161,1199331
2609472,1196020
2609069,1198068
2610693,1197028
2607664,1197674
2607750,1197685
2607763,1197685
2607788,1197685
2607795,1197718
2609453,1196137
2609838,1197669
2606563,1198251
2613011,1196541
2607999,1197351
2611082,1196380
2612087,1198239
2610617,1197333
2609095,1197948
2609593,1197520
2610727,1196951
2609251,1197431
2610839,1196282
2608373,1196058
2613146,1196468
2610440,1197454
2607872,1197538
2610565,1197375
2609056,1198685
2610926,1196403
2611384,1196516
2617684,1194557
2616285,1194669
2616785,1194529
2616877,1194165
2616883,1194384
2617011,1194337
2617625,1193087
2618177,1192729
2618155,1192784
2617047,1194303
2618164,1192689
2616883,1193481
2616736,1194451
2617102,1194185
2617034,1194594
2616866,1194419
2617090,1194601
2616571,1194687
2616576,1194709
2616604,1194699
2617056,1194057
2616541,1192201
2616356,1192197
2616615,1192191
2616205,1191514
2606202,1196049
2606604,1195794
2605843,1196124
2606790,1196190
2610466,1187574
2610836,1186803
2610357,1188798
2610297,1188773
2610727,1188594
2610762,1188681
2610824,1188767
2612115,1188104
2610799,1188176
2610690,1187224
2610385,1187551
2610054,1187825
2610044,1187879
2609820,1187244
2609894,1187296
2609894,1187786
2610008,1187318
2609994,1187938
2609990,1187946
2610286,1188816
2610465,1188468
2610738,1188889
2610763,1188889
2610760,1188897
2610538,1188017
2609870,1187146
2609969,1187890
2609747,1189821
2610663,1188852
2584088,1196838
2583694,1196661
2584927,1199298
2583863,1198982
2583816,1199005
2583652,1199052
2583574,1199045
2583617,1199018
2582893,1198788
2582585,1198528
2582667,1198621
2582634,1200007
2584861,1199338
2583879,1199099
2582876,1198827
2582944,1197854
2592180,1200382
2592099,1200328
2590857,1200396
2592365,1200081
2592546,1200463
2592405,1200064
2591796,1200347
2591822,1200326
2591800,1200321
2592492,1200079
2592554,1200428
2592253,1200294
2582848,1201471
2583504,1195496
2583283,1195494
2582971,1195293
2582794,1196080
2583826,1195660
2583775,1195618
2582652,1196239
2585256,1195383
2585198,1195462
2585024,1195595
2584680,1194825
2584643,1195169
2584790,1195190
2584820,1195313
2584667,1195219
2584911,1195374
2584669,1197182
2584540,1194770
2584705,1194507
2585165,1194344
2585032,1194396
2584696,1195298
2584559,1195149
2584822,1195034
2585055,1194997
2584961,1195599
2584536,1194415
2584527,1194420
2584945,1195503
2585413,1195247
2584519,1195557
2584540,1195225
2584997,1194762
2584918,1194773
2586278,1198690
2587650,1201346
2587715,1201418
2587589,1201465
2589288,1200563
2586276,1200555
2586831,1200627
2586384,1200284
2586475,1200397
2586792,1200251
2586847,1200243
2587132,1199512
2585152,1199332
2585092,1199470
2585571,1199055
2585781,1198888
2586014,1198579
2587426,1198858
2588278,1198860
2588445,1198531
2588603,1198381
2588952,1199531
2589161,1198570
2588562,1199704
2588867,1199691
2586607,1197084
2586574,1197252
2589484,1198214
2588973,1201028
2585678,1198834
2588302,1198767
2588315,1198766
2586344,1200271
2586345,1200316
2586366,1200307
2589315,1199932
2586949,1199916
2587766,1201387
2587769,1201382
2586233,1197193
2588904,1198838
2586395,1199401
2585558,1199073
2575806,1195750
2576120,1195803
2576598,1195643
2575986,1196338
2576543,1195611
2576207,1195566
2576214,1195567
2576221,1195568
2575437,1195777
2590464,1193884
2590513,1193862
2589474,1193576
2589029,1194015
2589052,1194039
2589079,1194081
2589114,1194091
2589291,1193927
2589174,1194043
2589164,1194062
2589042,1194105
2589864,1193860
2589622,1193780
2589869,1193582
2590189,1193693
2589934,1193751
2589972,1193817
2590293,1193904
2590043,1193907
2590330,1193673
2590893,1193620
2590802,1193760
2591111,1193684
2590995,1193780
2590942,1193792
2589524,1194273
2592791,1193526
2593430,1193386
2593393,1193202
2591470,1193722
2591359,1193842
2591306,1193812
2591262,1193789
2585796,1196359
2587220,1196539
2587655,1194874
2586272,1194978
2586465,1194693
2587725,1193843
2587908,1194104
2588178,1194616
2590600,1193939
2590044,1194344
2592081,1194089
2589005,1193810
2589305,1194130
2587970,1196294
2590458,1193818
2588489,1194789
2589480,1193760
2590450,1193740
2589852,1193506
2586209,1196235
2587707,1195180
2588678,1193852
2584759,1202295
2584798,1202602
2584799,1202177
2584965,1202054
2584792,1202317
2584169,1201508
2584639,1202002
2597424,1236700
2597380,1236748
2597500,1236958
2597395,1236992
2589369,1234010
2589347,1233973
2589393,1233709
2589439,1233673
2589379,1233726
2589429,1233617
2601246,1237141
2601171,1237071
2601273,1237395
2601148,1237176
2592178,1232176
2592121,1232131
2592534,1232174
2592623,1232327
2592695,1232442
2593367,1232569
2592211,1231985
2592375,1231937
2592494,1231935
2596037,1232752
2591780,1232298
2591644,1232421
2591612,1232392
2593745,1232409
2593697,1232422
2591485,1232346
2592283,1232505
2591399,1232400
2592607,1232245
2600028,1237057
2599975,1236931
2599701,1237150
2599768,1237157
2600222,1237022
2600114,1237117
2599968,1237278
2600057,1237051
2599991,1236994
2600154,1237079
2600767,1237095
2599724,1237109
2600080,1237050
2596612,1236323
2596720,1236512
2596694,1236501
2596964,1236063
2596819,1236058
2597170,1236112
2596611,1236461
2598486,1236835
2599095,1236981
2599194,1236908
2599295,1236835
2598081,1236801
2598814,1237102
2598998,1236977
2584478,1232301
2584685,1232505
2584819,1231682
2584581,1232354
2584412,1232314
2584421,1232347
2584770,1232545
2584584,1232464
2594859,1236032
2593659,1236153
2593699,1236251
2593571,1236349
2593540,1236378
2594051,1236391
2594185,1236360
2594179,1236358
2594058,1236311
2594436,1236456
2593835,1236106
2593987,1236043
2594061,1236018
2594416,1236366
2594743,1236451
2594592,1236310
2594883,1236651
2594920,1236743
2594991,1236764
2595312,1236782
2595386,1236811
2595165,1236669
2595891,1236783
2593899,1235723
2594883,1236197
2594970,1236104
2595347,1235984
2595550,1236039
2595375,1236181
2595274,1236197
2595681,1236431
2595766,1236499
2595804,1236268
2594733,1236222
2595331,1236230
2593448,1236282
2594280,1236274
2595979,1236867
2595265,1236714
2594224,1236550
2594113,1236496
2594270,1236311
2593803,1236189
2594644,1236594
2595558,1236725
2594825,1236053
2593674,1235805
2594220,1236373
2595490,1235765
2595519,1236637
2592925,1236027
2593009,1236006
2592558,1236080
2583608,1231974
2583694,1231990
2583969,1232058
2584018,1231837
2584432,1231647
2583543,1231314
2583574,1231201
2583452,1231266
2583511,1231763
2583466,1231764
2584136,1231555
2595526,1239037
2592848,1238284
2579387,1234735
2579011,1234608
2580695,1232510
2581118,1233759
2580803,1233407
2582572,1232574
2582615,1232636
2582092,1232525
2582328,1232526
2580075,1235093
2580293,1232391
2580313,1232401
2604394,1238780
2589845,1231963
2589858,1231922
2590320,1232094
2590291,1232070
2589261,1232457
2581977,1229717
2581641,1229806
2581565,1229899
2581560,1230081
2581445,1230092
2581522,1230173
2581475,1230175
2581269,1230529
2581667,1230348
2581683,1230368
2581863,1230437
2581991,1230299
2582355,1230046
2578558,1230258
2581927,1229996
2581866,1230037
2581859,1230066
2581323,1230412
2581298,1230414
2581343,1230348
2582278,1229743
2581396,1229450
2582053,1230619
2581859,1230099
2582146,1229817
2580405,1229465
2582200,1230817
2582500,1229968
2581634,1230395
2581590,1230450
2580933,1229548
2580287,1238156
2583325,1235999
2582947,1236520
2585060,1235919
2585292,1235962
2585429,1235863
2588026,1236200
2588049,1236985
2583640,1236089
2583204,1235953
2582061,1236270
2585230,1235920
2588359,1232045
2587772,1232036
2588074,1231775
2588126,1231709
2588039,1231478
2588261,1231538
2588156,1232162
2588052,1232174
2588283,1232046
2588331,1232020
2588371,1232354
2588448,1232332
2588436,1232365
2588445,1232252
2588610,1232067
2588479,1231747
2588495,1231721
2588900,1232467
2587843,1231902
2587713,1231884
2587419,1231624
2587489,1232201
2587640,1232218
2587750,1232133
2587112,1232416
2587145,1232409
2587139,1232300
2587045,1232263
2587092,1232387
2587277,1232169
2587221,1232212
2587174,1231731
2587146,1231674
2587042,1231865
2586344,1232407
2586175,1232339
2587390,1232446
2588387,1232381
2588001,1232223
2588038,1232196
2587478,1232392
2587096,1232450
2588091,1232217
2587358,1232528
2587415,1232571
2588545,1232039
2587461,1231721
2587439,1232545
2587002,1231624
2586996,1232341
2587112,1231759
2587162,1231595
2587732,1232211
2588331,1232413
2587544,1231903
2588217,1232465
2588543,1232265
2587318,1231595
2588668,1233310
2587548,1232386
2587494,1232422
2588594,1232295
2574623,1213074
2574613,1213042
2575507,1213879
2573640,1212401
2573441,1212630
2573477,1212655
2573504,1212661
2573603,1212672
2573449,1212492
2573571,1212887
2573572,1212936
2573504,1212791
2572854,1212906
2573723,1212916
2574060,1212926
2574346,1213191
2574401,1213155
2574423,1213025
2574551,1213132
2574446,1213006
2574248,1212861
2574495,1212699
2574761,1212804
2574956,1213096
2574980,1213148
2574687,1213109
2574861,1213214
2574822,1213037
2574760,1213232
2575101,1213760
2575113,1213777
2574922,1213423
2576678,1214705
2574670,1213142
2574675,1213211
2574844,1213244
2573595,1212495
2573867,1212751
2574288,1212736
2574508,1213214
2574644,1213057
2574179,1212915
2573520,1212881
2574921,1213122
2573436,1212910
2573935,1213102
2574170,1212798
2574927,1213151
2574655,1213313
2574103,1213058
2574947,1213161
2572914,1217841
2572478,1218514
2572819,1218294
2572762,1218078
2572816,1217909
2572653,1217823
2572972,1218159
2572810,1218704
2572725,1218438
2571919,1218201
2572891,1218157
2572909,1218527
2572528,1218570
2572510,1218466
2572670,1217931
2572809,1218369
2571864,1218168
2576773,1218355
2575555,1217933
2576880,1218597
2576913,1218484
2576998,1218588
2577013,1218618
2577164,1218514
2577393,1217605
2577100,1218430
2576997,1218331
2576868,1217933
2577056,1218219
2576658,1218444
